010010:99999,2014,01,01,00,-0.8,-4.0,1012.2,290,6.0,1,0.0,0.0
010010:99999,2014,01,01,01,-0.4,-4.0,1012.1,360,4.0,0,0.0,0.0
010010:99999,2014,01,01,02,-0.3,-2.9,1011.8,340,10.0,0,0.0,0.0
010010:99999,2014,01,01,04,-0.3,-1.9,1011.0,350,10.0,0,0.0,0.0
010010:99999,2014,01,01,05,-0.5,-2.4,1010.7,360,11.0,0,0.0,0.0
010010:99999,2014,01,01,06,-0.3,-2.1,1010.0,360,11.0,2,0.0,0.0
010010:99999,2014,01,01,07,-0.3,-1.7,1009.8,350,10.0,0,0.0,0.0
010010:99999,2014,01,01,08,-0.4,-2.0,1010.1,360,9.0,0,0.0,0.0
010010:99999,2014,01,01,09,0.0,-2.9,1009.4,330,7.0,6,0.0,0.0
010010:99999,2014,01,01,10,-0.1,-2.7,1009.2,340,9.0,0,0.0,0.0
010010:99999,2014,01,01,11,-0.1,-2.7,1008.7,340,10.0,0,0.0,0.0
010010:99999,2014,01,01,12,-0.2,-2.5,1008.3,340,9.0,6,0.0,0.0
010010:99999,2014,01,01,13,1.0,-4.0,1007.6,40,3.0,0,0.0,0.0
010010:99999,2014,01,01,14,1.2,-3.6,1006.8,120,6.0,0,0.0,0.0
010010:99999,2014,01,01,15,0.6,-3.6,1006.5,350,10.0,6,0.0,0.0
010010:99999,2014,01,01,16,1.1,-3.2,1006.3,20,4.0,0,0.0,0.0
010010:99999,2014,01,01,17,1.0,-3.3,1006.3,30,7.0,0,0.0,0.0
010010:99999,2014,01,01,18,0.6,-3.1,1005.4,40,7.0,4,0.0,0.0
010010:99999,2014,01,01,19,1.0,-2.9,1004.0,50,9.0,0,0.0,0.0
010010:99999,2014,01,01,20,1.2,-3.3,1003.8,40,9.0,0,0.0,0.0
010010:99999,2014,01,01,21,0.8,-2.5,1003.9,360,11.0,0,0.0,0.0
010010:99999,2014,01,01,22,1.2,-2.4,1003.3,60,13.0,0,0.0,0.0
010010:99999,2014,01,01,23,1.0,-2.8,1002.5,360,10.0,0,0.0,0.0
010010:99999,2014,01,02,00,1.5,-2.4,1002.2,30,8.0,8,0.0,-0.1
010010:99999,2014,01,02,01,1.9,-2.8,1000.9,20,12.0,0,0.0,0.0
010010:99999,2014,01,02,02,1.8,-2.1,1000.7,50,12.0,0,0.0,0.0
010010:99999,2014,01,02,03,1.6,-1.4,1000.1,50,13.0,0,0.0,0.0
010010:99999,2014,01,02,04,1.6,-1.8,999.5,20,9.0,0,0.0,0.0
010010:99999,2014,01,02,05,0.9,-1.1,998.7,20,11.0,0,0.0,0.0
010010:99999,2014,01,02,06,1.9,-0.7,998.0,40,13.0,8,0.0,0.0
010010:99999,2014,01,02,07,2.3,-0.7,997.9,30,9.0,0,0.0,0.0
010010:99999,2014,01,02,08,1.9,-0.8,997.8,50,13.0,0,0.0,0.0
010010:99999,2014,01,02,09,2.1,-0.6,998.2,60,12.0,8,0.0,0.0
010010:99999,2014,01,02,10,2.2,-0.4,998.2,70,13.0,0,0.0,0.0
010010:99999,2014,01,02,11,2.1,-0.2,998.1,70,12.0,0,0.0,0.0
010010:99999,2014,01,02,12,2.0,-0.5,997.8,60,10.0,8,0.0,0.0
010010:99999,2014,01,02,13,2.3,-0.7,997.7,60,9.0,0,0.0,0.0
010010:99999,2014,01,02,14,2.0,-0.5,997.7,50,6.0,0,0.0,0.0
010010:99999,2014,01,02,15,2.0,-0.5,997.4,70,7.0,8,0.0,0.0
010010:99999,2014,01,02,16,1.8,-0.4,997.2,40,3.0,0,0.0,0.0
010010:99999,2014,01,02,17,1.9,-0.1,997.2,50,4.0,0,0.0,0.0
010010:99999,2014,01,02,18,1.8,0.1,997.0,30,2.0,6,0.0,0.0
010010:99999,2014,01,02,19,1.9,0.4,996.8,70,6.0,0,0.0,0.0
010010:99999,2014,01,02,20,2.1,0.6,996.8,60,7.0,0,0.0,0.0
010010:99999,2014,01,02,21,2.3,0.6,996.7,10,8.0,0,0.0,0.0
010010:99999,2014,01,02,22,1.8,0.6,996.4,70,6.0,0,0.0,0.0
010010:99999,2014,01,02,23,1.8,-0.2,996.0,90,6.0,0,0.0,0.0
010010:99999,2014,01,03,00,2.2,-0.3,995.4,50,11.0,5,0.0,0.0
010010:99999,2014,01,03,01,1.9,-0.7,995.1,60,5.0,0,0.0,0.0
010010:99999,2014,01,03,02,2.6,-0.4,993.6,70,14.0,0,0.0,0.0
010010:99999,2014,01,03,03,2.8,-0.2,993.6,50,5.0,0,0.0,0.0
010010:99999,2014,01,03,04,2.6,0.2,993.2,40,7.0,0,0.0,0.0
010010:99999,2014,01,03,05,2.8,1.0,993.0,70,10.0,0,0.0,0.0
010010:99999,2014,01,03,06,2.6,0.9,992.9,70,9.0,7,0.0,0.0
010010:99999,2014,01,03,07,2.5,0.7,992.8,70,8.0,0,0.0,0.0
010010:99999,2014,01,03,08,2.7,1.0,992.8,60,9.0,0,0.0,0.0
010010:99999,2014,01,03,09,2.5,0.9,993.0,50,8.0,7,0.0,0.0
010010:99999,2014,01,03,10,2.6,0.7,993.1,40,5.0,0,0.0,0.0
010010:99999,2014,01,03,11,2.6,0.6,992.8,80,2.0,0,0.0,0.0
010010:99999,2014,01,03,12,3.1,0.1,991.7,300,4.0,8,0.0,0.0
010010:99999,2014,01,03,13,3.4,0.0,991.5,10,3.0,0,0.0,0.0
010010:99999,2014,01,03,14,2.6,0.1,991.3,240,1.0,0,0.0,0.0
010010:99999,2014,01,03,15,3.3,0.5,991.0,40,4.0,8,0.0,0.0
010010:99999,2014,01,03,16,2.7,0.4,991.2,360,5.0,0,0.0,0.0
010010:99999,2014,01,03,17,2.4,0.6,990.9,30,3.0,0,0.0,0.0
010010:99999,2014,01,03,18,3.1,1.3,990.6,10,3.0,8,0.0,0.0
010010:99999,2014,01,03,19,2.7,0.6,990.6,330,6.0,0,0.0,0.0
010010:99999,2014,01,03,20,2.1,0.6,990.6,360,4.0,0,0.0,0.0
010010:99999,2014,01,03,21,2.6,0.9,990.6,90,2.0,0,0.0,0.0
010010:99999,2014,01,03,22,1.2,-0.2,990.4,330,9.0,0,0.0,0.0
010010:99999,2014,01,03,23,1.9,0.7,990.6,240,4.0,0,0.0,0.0
010010:99999,2014,01,04,00,1.0,-0.2,990.3,340,10.0,8,0.0,0.0
010010:99999,2014,01,04,01,0.6,-0.2,990.5,330,9.0,0,0.0,0.0
010010:99999,2014,01,04,02,0.5,-0.1,990.2,310,10.0,0,0.0,0.0
010010:99999,2014,01,04,03,0.2,-0.3,990.0,310,10.0,0,0.0,0.0
010010:99999,2014,01,04,04,0.5,-0.3,990.3,200,2.0,0,0.0,0.0
010010:99999,2014,01,04,05,0.2,-0.7,990.1,240,1.0,0,0.0,0.0
010010:99999,2014,01,04,06,-0.2,-0.9,990.4,220,2.0,2,0.0,0.0
010010:99999,2014,01,04,07,-0.4,-1.1,990.4,20,1.0,0,0.0,0.0
010010:99999,2014,01,04,08,-0.2,-0.8,990.5,270,1.0,0,0.0,0.0
010010:99999,2014,01,04,09,-0.2,-0.8,990.8,40,2.0,1,0.0,0.0
010010:99999,2014,01,04,10,-0.2,-0.9,991.0,310,1.0,0,0.0,0.0
010010:99999,2014,01,04,11,2.9,0.8,990.6,10,3.0,0,0.0,0.0
010010:99999,2014,01,04,12,1.5,-0.5,990.8,240,1.0,8,0.0,0.0
010010:99999,2014,01,04,13,1.5,-0.4,990.8,200,1.0,0,0.0,0.0
010010:99999,2014,01,04,14,2.9,1.4,990.8,320,2.0,0,0.0,0.0
010010:99999,2014,01,04,15,3.0,0.9,991.0,70,2.0,8,0.0,0.0
010010:99999,2014,01,04,16,2.8,1.0,991.1,90,2.0,0,0.0,0.0
010010:99999,2014,01,04,17,3.9,0.7,991.1,80,5.0,0,0.0,0.0
010010:99999,2014,01,04,18,3.6,1.0,991.4,40,5.0,7,0.0,0.0
010010:99999,2014,01,04,19,3.2,0.7,991.0,30,6.0,0,0.0,0.0
010010:99999,2014,01,04,20,3.1,0.5,990.8,150,1.0,0,0.0,0.0
010010:99999,2014,01,04,21,3.3,1.0,991.5,350,4.0,0,0.0,0.0
010010:99999,2014,01,04,22,2.2,0.3,992.0,350,5.0,0,0.0,0.0
010010:99999,2014,01,04,23,2.1,0.2,991.8,350,9.0,0,0.0,0.0
010010:99999,2014,01,05,00,1.5,-0.5,991.4,350,9.0,7,0.0,0.0
010010:99999,2014,01,05,01,2.1,0.3,991.9,20,5.0,0,0.0,0.0
010010:99999,2014,01,05,02,1.0,-0.4,991.6,350,11.0,0,0.0,0.0
010010:99999,2014,01,05,03,1.0,-0.2,991.6,350,10.0,0,0.0,0.0
010010:99999,2014,01,05,04,0.9,-0.2,991.7,360,10.0,0,0.0,0.0
010010:99999,2014,01,05,05,1.1,-0.6,991.0,360,12.0,0,0.0,0.0
010010:99999,2014,01,05,06,0.7,-0.4,991.0,10,13.0,7,0.0,0.0
010010:99999,2014,01,05,07,0.7,-0.4,990.8,350,12.0,0,0.0,0.0
010010:99999,2014,01,05,08,0.6,-0.5,990.5,350,14.0,0,0.0,0.0
010010:99999,2014,01,05,09,0.5,-0.4,990.7,360,11.0,8,0.0,0.0
010010:99999,2014,01,05,10,0.4,-0.5,990.2,350,14.0,0,0.0,0.0
010010:99999,2014,01,05,11,0.4,-0.5,989.7,360,13.0,0,0.0,0.0
010010:99999,2014,01,05,12,1.3,0.1,989.8,330,8.0,7,0.0,-0.1
010010:99999,2014,01,05,13,3.5,1.4,989.5,30,3.0,0,0.0,0.0
010010:99999,2014,01,05,14,3.4,1.2,989.5,60,3.0,0,0.0,0.0
010010:99999,2014,01,05,15,3.8,0.8,989.0,40,5.0,6,0.0,0.0
010010:99999,2014,01,05,16,2.8,0.9,988.3,310,8.0,0,0.0,0.0
010010:99999,2014,01,05,17,1.9,0.7,987.8,360,9.0,0,0.0,0.0
010010:99999,2014,01,05,18,2.8,1.7,986.9,350,7.0,7,0.0,0.0
010010:99999,2014,01,05,19,3.3,1.5,986.9,40,5.0,0,0.0,0.0
010010:99999,2014,01,05,20,3.5,1.3,986.7,60,4.0,0,0.0,0.0
010010:99999,2014,01,05,21,2.9,1.4,986.8,60,7.0,0,0.0,0.0
010010:99999,2014,01,05,22,2.7,1.3,986.6,60,8.0,0,0.0,0.0
010010:99999,2014,01,05,23,2.8,1.8,986.4,70,9.0,0,0.0,0.0
010010:99999,2014,01,06,00,2.4,1.7,986.9,80,9.0,7,0.0,0.2
010010:99999,2014,01,06,01,1.8,1.2,987.6,90,6.0,0,0.0,0.0
010010:99999,2014,01,06,02,2.2,1.7,988.7,100,5.0,0,0.0,0.0
010010:99999,2014,01,06,03,2.1,1.6,989.7,110,7.0,0,0.0,0.0
010010:99999,2014,01,06,04,1.8,1.3,990.3,100,6.0,0,0.0,0.0
010010:99999,2014,01,06,05,2.2,1.7,990.3,80,6.0,0,0.0,0.0
010010:99999,2014,01,06,06,3.0,2.4,990.5,70,6.0,8,0.0,0.0
010010:99999,2014,01,06,07,2.6,1.8,990.9,50,4.0,0,0.0,0.0
010010:99999,2014,01,06,08,3.1,2.4,990.9,60,8.0,0,0.0,0.0
010010:99999,2014,01,06,09,3.1,2.3,990.9,60,7.0,8,0.0,0.0
010010:99999,2014,01,06,10,3.7,2.0,990.5,60,9.0,0,0.0,0.0
010010:99999,2014,01,06,11,4.3,2.3,989.9,60,11.0,0,0.0,0.0
010010:99999,2014,01,06,12,3.7,1.8,989.9,60,11.0,8,0.0,0.2
010010:99999,2014,01,06,13,3.8,2.0,989.6,60,12.0,0,0.0,0.0
010010:99999,2014,01,06,14,3.6,2.5,989.1,50,10.0,0,0.0,0.0
010010:99999,2014,01,06,15,3.4,2.6,988.9,70,13.0,8,0.0,0.0
010010:99999,2014,01,06,16,3.1,2.4,989.3,80,11.0,0,0.0,0.0
010010:99999,2014,01,06,17,3.2,2.4,990.1,70,10.0,0,0.0,0.0
010010:99999,2014,01,06,18,2.7,2.1,990.4,70,8.0,8,0.0,0.0
010010:99999,2014,01,06,19,2.8,2.2,990.5,70,8.0,0,0.0,0.0
010010:99999,2014,01,06,20,2.7,2.1,991.0,60,7.0,0,0.0,0.0
010010:99999,2014,01,06,21,2.8,2.2,991.3,50,6.0,0,0.0,0.0
010010:99999,2014,01,06,22,3.4,2.5,991.3,70,9.0,0,0.0,0.0
010010:99999,2014,01,06,23,3.0,1.8,991.6,70,8.0,0,0.0,0.0
010010:99999,2014,01,07,00,3.6,2.0,991.6,50,8.0,8,0.0,0.0
010010:99999,2014,01,07,01,3.4,1.7,991.8,50,10.0,0,0.0,0.0
010010:99999,2014,01,07,02,3.2,1.8,991.9,60,10.0,0,0.0,0.0
010010:99999,2014,01,07,03,3.3,1.8,992.0,60,10.0,0,0.0,0.0
010010:99999,2014,01,07,04,3.3,1.7,992.0,50,9.0,0,0.0,0.0
010010:99999,2014,01,07,05,3.1,1.5,992.2,50,10.0,0,0.0,0.0
010010:99999,2014,01,07,06,3.6,0.8,992.3,50,12.0,8,0.0,0.0
010010:99999,2014,01,07,07,3.5,0.3,992.5,40,10.0,0,0.0,0.0
010010:99999,2014,01,07,08,3.8,0.4,993.1,40,13.0,0,0.0,0.0
010010:99999,2014,01,07,09,3.8,0.0,993.3,30,10.0,8,0.0,0.0
010010:99999,2014,01,07,10,3.6,0.6,993.9,50,14.0,0,0.0,0.0
010010:99999,2014,01,07,11,3.5,0.4,994.7,50,14.0,0,0.0,0.0
010010:99999,2014,01,07,12,3.6,0.2,995.1,40,13.0,8,0.0,-0.1
010010:99999,2014,01,07,13,3.3,0.5,995.6,50,15.0,0,0.0,0.0
010010:99999,2014,01,07,14,3.2,0.3,996.3,50,13.0,0,0.0,0.0
010010:99999,2014,01,07,15,3.2,0.3,996.4,50,14.0,8,0.0,0.0
010010:99999,2014,01,07,16,3.2,-0.2,996.8,50,14.0,0,0.0,0.0
010010:99999,2014,01,07,17,2.8,0.1,997.1,50,15.0,0,0.0,0.0
